place_name,place_id,price_level,avg_stars,place_popularity,meal_delivery,meal_takeaway,restaurant,bar,cafe,delivery_takeaway,bar_cafe,id,user_name,stars,value_date,unit_date,days_ago,text,user_popularity,is_player,month_past_covid,is_covid,covid_magnitude
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSURzakpxM0tnEAE,Miki bubazzi,1,a,year,365,"(Translated by Google) I ordered an ice cream cone. It was not even bad if it were only the time to get to the table outside and sit down I realize that the cone is cracked. I go back, I bring this to the boy who asks for help from his …",1,1,-1,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSUNzX3VhRHNBRRAB,Gara Gutierrez,5,a,year,365,"(Translated by Google) Good ice cream, chocolates and coffee (Original) Buen helado, bombones y café",1,1,-1,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSUNzdnNYUVRnEAE,raffaele Palliaga,5,a,year,365,,1,1,-1,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSURNcl9LUzRnRRAB,Only Wolpix,5,a,year,365,"(Translated by Google) It is a bar that I recommend to everyone, the staff is delicious and the coffee as well! (In my opinion). You can also have lunch and appetizers, the prices are affordable and fair. I have been visiting him for some …",2,0,-1,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSUNNcGNmVTlnRRAB,Giuseppe Bonelli,5,a,year,365,Super duper tasty coffee,1,1,-1,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSUQwcU9fcVBBEAE,Nicole Bay,3,a,year,365,,1,1,-1,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSUQwNEp2QkVBEAE,Elena Brambilla,3,a,year,365,"(Translated by Google) very kind staff. ice cream good but not super. little choice for ""no milk"" (Original) personale gentilissimo. gelato buono ma non super. poca scelta per i ""senza latte""",2,0,-1,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSUMwazludXpBRRAB,Rana Oliveira,4,a,year,365,,1,1,-1,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSUMwdmEzUFZ3EAE,Roberto Bertoni,4,a,year,365,(Translated by Google) Small environment but a good ice cream served with sympathy (Original) Ambiente piccolo ma un buon gelato servito con simpatia,3,0,-1,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSURVaDRXS3NBRRAB,Gloria Tassin,5,a,year,365,(Translated by Google) All always mouth-watering .. (Original) Tutto sempre da leccarsi i baffi..,1,1,-1,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSURVbXJXUEV3EAE,Marco Giovanetti,5,a,year,365,,1,1,-1,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSURVMUwzSDBRRRAB,Lillith Slade,5,a,year,365,(Translated by Google) Excellent variety and excellent taste (Original) Ottima varietà e ottimo sapore,2,0,-1,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSUNVbl8yZVJnEAE,Luca Goodwines,4,a,year,365,(Translated by Google) Delicious ice cream and to taste the creations that are often proposed (Original) Gelato buonissimo e da assaggiare le creazioni che spesso vengono proposte,2,0,-1,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSUNVeTdHZnRnRRAB,Franco Zut,4,a,year,365,,3,0,-1,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSUNVbmJHS09REAE,Einan Lom,5,a,year,365,(Translated by Google) New and special tastes .. advice (Original) Gusti nuovi e speciali.. consiglio,2,1,-1,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSUNFNXAzWldREAE,Jianqiang wu,2,a,year,365,(Translated by Google) Breakfast is good (Original) 早餐不错哦,1,1,-1,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSUQ0c01iclB3EAE,lucia zammarchi,4,a,year,365,(Translated by Google) Good ice cream-seats outside (Original) Buoni gelati-posti a sedere fuori,3,0,-1,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSURZaUlmT0xBEAE,Ruggero Angalone,5,a,year,365,(Translated by Google) Ice-cream and granita excellent. White mint granita is highly recommended (Original) Gelato e granita ottimi. La granita alla menta bianca è consigliatissima,1,1,-1,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSUNZai1ldXd3RRAB,Mau,5,a,year,365,"(Translated by Google) Excellent ice cream, excellent service, well-kept location is excellent price .. (Original) Ottimo il gelato, ottimo il servizio, location curata è ottimo il prezzo..",2,0,-1,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSURveDZtekhREAE,matteo brusoni,5,a,year,365,(Translated by Google) Recommended ! (Original) Consigliato !,3,0,-1,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSUNvajZQcnl3RRAB,Viviana Macchiavello,4,2,years,730,(Translated by Google) Very good centrifuges! (Original) Buonissime centrifughe!,2,1,-13,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSUNvbTRYSzlnRRAB,Danilo Torre,3,2,years,730,(Translated by Google) Good (Original) Buona,3,0,-13,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSUNvcXUzX0xBEAE,luca riboli,4,2,years,730,,1,0,-13,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSURJXzlxM0NBEAE,Tom Martins,5,2,years,730,"(Translated by Google) Now fixed, very kind staff and helpful local very welcoming even outside! (Original) Ormai fisso, personale gentilissimo e disponibile locale molto accogliente anche all'esterno!",1,0,-13,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSURJc2JMazFRRRAB,Fabiola Spina,5,2,years,730,,2,0,-13,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSUNvaGV1dnNBRRAB,Igor Tobia,5,2,years,730,(Translated by Google) Yummy ice cream !!! (Original) Gelato buonissimo!!!,1,0,-13,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSUR3ejhyRUpBEAE,Stefano Vismara,5,2,years,730,,1,1,-13,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSUR3eUlYdkJ3EAE,Francesco Comai,3,2,years,730,,3,0,-13,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSUR3d05QVG13RRAB,Azeem Mujahid,5,2,years,730,,1,1,-13,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSUR3dExuMUVREAE,Michele Ossani,4,2,years,730,,1,1,-13,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSUR3cHZhNGdnRRAB,jessica bonventre,5,2,years,730,,2,0,-13,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSUNnZ0pueWpBRRAB,Guido Moroni,5,2,years,730,,2,0,-13,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSURRbTU2cWJnEAE,Giada M.,5,2,years,730,,1,1,-13,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSURnc3V1X0R3EAE,alfredo murroni,3,2,years,730,,2,0,-13,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSUNBOXRhX3pBRRAB,Tommaso Orsi,4,2,years,730,,1,0,-13,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSURBak1IRHR3RRAB,Martina Carini,5,2,years,730,,1,1,-13,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSUNRMjQzbFdREAE,Gaia G.,5,2,years,730,(Translated by Google) Good (Original) Buono,2,1,-13,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSUN3b2JLZk9BEAE,sergio sabellini,5,2,years,730,,1,1,-13,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSURRZ2Q3N2p3RRAB,Shadey De Rosa,5,2,years,730,"(Translated by Google) Location and structure: the Wally ice cream parlor is located in a pedestrian square, easy and convenient to reach. The restaurant is furnished in a modern, rather hipster style, but very nice way :) It is possible to …",3,0,-13,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSURBbnNQVHNnRRAB,roc2roc,5,2,years,730,(Translated by Google) The ice cream tastes like the coffee. Small café for the break in between. (Original) Das Eis schmeckt und ebenso der Kaffee. Kleines Café für die Pause zwischendurch.,3,0,-13,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSURRXzlYSXp3RRAB,Toni Cimmino,3,3,years,1095,,3,0,-25,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSUNRenZ2REt3EAE,Federico Belli,5,3,years,1095,"(Translated by Google) A delicious ice cream, fantastic ice cream cocktails, wraps, sandwiches, toasts and salads ... I practically come here every day. Great (Original) Un gelato delizioso, cocktail a base di gelato fantastici, piadine panini toast e insalate...praticamente vengo qui tutti I giorni. Ottimo",1,1,-25,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSURBazVhcm53RRAB,Roberto Draghi,4,3,years,1095,,1,0,-25,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSUN3X1lmcTNBRRAB,Fulvio Veraldi,5,3,years,1095,(Translated by Google) delicious ice cream! (Original) Gelato buonissimo!,2,1,-25,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSUNnaVpEdDBnRRAB,Roberto La Spisa,5,3,years,1095,(Translated by Google) extraordinary ice cream! Excellent flavors and incredible variety! A must try! (Original) gelato straordinaria! Ottimi gusti e varietà incredibile! Da provare assolutamente !,1,1,-25,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSUNBbW9ycDJBRRAB,isidora escobar,5,3,years,1095,(Translated by Google) One of the best and gelaterias in the center of Milan! the staff is also friendly and the tastes offered are uncommon (Original) Una de las mejores y gelaterias del centro de Milán! además el personal es amable y los gustos que ofrece son poco comunes,2,0,-25,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSUNnMUkySzRBRRAB,Mahesh Paolini-Subramanya,5,4,years,1460,"Whats more to say - the gelato is excellent, the neighborhood is local, and if the weather is nice, you can hang out outside and soak in the sun. All in all, a Win :-)",3,0,-37,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSURROTRiUnd3RRAB,Alex Caserini,4,4,years,1460,(Translated by Google) Great ice creams. Flavors ... Natural. Do yourself very well! To try (Original) Ottimi gelati. Gusti... Naturali. Fatti molto bene! Da provare,3,0,-37,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSURnelpMZmhRRRAB,Luca Bonvini,4,4,years,1460,(Translated by Google) Very good ice cream available also creative tastes (Original) Molto buono il gelato disponibili anche gusti creativi,2,0,-37,0,0
gelateria creativa Wally GRAMSCI,ChIJCcH4VT7BhkcR-mooDqNa2a0,,4.4,2,True,False,False,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSUNBdDZmdVNnEAE,Maria Thuyvi Tran,5,4,years,1460,"(Translated by Google) It is the best ice cream in the area (and above all without bases). Niche, small but very welcoming, excellent toasts and salads. All very nice and great prices. The only flaw that the preparation time of the prAnzo …",1,1,-37,0,0
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,3,True,True,True,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSUR5dXNHSi13RRAB,Fabio Barbieri,4,a,day,1,,2,0,11,1,1
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,3,True,True,True,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSUR5OHB5NXlBRRAB,Maria Irmici,5,3,days,3,"(Translated by Google) I've been there with friends, the food is really good! A dok! Exquisite fish! I adore (Original) Ci sono stata con amici, si mangia davvero bene! A dok! Pesce squisito! Adoro",1,1,11,1,1
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,3,True,True,True,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSUR5NHYya0h3EAE,carmelo marchisano,5,4,days,4,,1,0,11,1,1
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,3,True,True,True,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSUR5ak9Qd3h3RRAB,Samuel Agib,4,a,week,7,,1,0,11,1,1
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,3,True,True,True,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSUR5akpiV1pnEAE,Aaryn Ankors,5,a,week,7,(Translated by Google) Very kind and helpful! Great! (Original) Gentilissimi e disponibili! Ottimo!,2,0,11,1,1
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,3,True,True,True,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSUR5eElPMVl3EAE,Marco Gianotti,3,a,week,7,(Translated by Google) well attended ordinary food (Original) ben frequentato cibi ordinaruo,2,1,11,1,1
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,3,True,True,True,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSUR5cU1qWEN3EAE,lorenzo pagani,5,a,week,7,"(Translated by Google) One word QUALITY without frills or unnecessary decorations, here you can eat well. Finally a place where mussels are served to perfection, triple chocolate bomb. We will definitely be back. (Original) Una sola parola …",2,0,11,1,1
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,3,True,True,True,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSUR5eUtPeE93EAE,Antony,4,a,week,7,"(Translated by Google) Great coffee, good pastry and ... everything you expect from a Neapolitan place (Original) Ottimo caffè,buona pasticceria e...tutto quello che ti aspetti da un locale partenopeo",2,0,11,1,1
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,3,True,True,True,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSUR5eUluMm93RRAB,Filippo Sollami,4,a,week,7,(Translated by Google) Nice place! I took all good export lunches! I got confused in giving me the packages and I had to go back! (Original) Luogo bello! Ho preso dei pranzi da esporto tutto buono! Anno fatto confusione nel darmi i pacchetti e sono dovuto tornare in dietro!,2,1,11,1,1
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,3,True,True,True,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSURNZ00zRnNBRRAB,Cristian Fontana,4,a,week,7,,1,0,11,1,1
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,3,True,True,True,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSUR5b083UkhBEAE,G. Carminati,5,a,week,7,"(Translated by Google) Real flavors, tasty and with kind staff. (Original) Sapori veri, gustosi e con personale gentile.",2,0,11,1,1
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,3,True,True,True,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSUN5dTRfeE1nEAE,adriana mariella herrera chang,4,2,weeks,14,,2,1,11,1,1
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,3,True,True,True,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSUN5Ni1TTlBnEAE,Claudio Mazza,5,2,weeks,14,(Translated by Google) Excellent pizza like in Naples. Friendly and helpful staff. Drop by and get a year-round subscription. (Original) Pizza eccellente come a Napoli. Personale gentile e disponibile. Fateci un salto e farete l'abbonamento per tutto l'anno.,2,0,11,1,1
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,3,True,True,True,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSUN5bGZyNm1nRRAB,Ruben Sbriglione,5,3,weeks,21,,1,1,11,1,1
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,3,True,True,True,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSUN5dVlhc2NREAE,Giuseppe Nonnato,4,a,month,30,,1,1,10,1,1
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,3,True,True,True,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSUN5OGNHekNREAE,E D,4,a,month,30,,1,0,10,1,1
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,3,True,True,True,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSUN5a1lxMWh3RRAB,valeria grippa,1,a,month,30,,2,0,10,1,1
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,3,True,True,True,False,False,True,False,ChdDSUhNMG9nS0VJQ0FnSUN5cUxTTC1nRRAB,Filippo Cinnirella,5,a,month,30,"(Translated by Google) Great! pastry, quality, friendliness and availability. (Original) Ottima! pasticceria, qualità, cordialità e disponibilità.",1,1,10,1,1
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,3,True,True,True,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSUN5c01IVUdnEAE,Vincenzo Finizola,5,a,month,30,"(Translated by Google) Excellent croissants, honestly I was expecting a Neapolitan croissant and instead it was more a French croissant, and I must say it was very good! The coffee is also excellent (Original) Ottimi cornetti , onestamente …",2,0,10,1,1
Sciuscià Milano,ChIJBTasMz7BhkcRDmqooZSM8jk,2.0,4.3,3,True,True,True,False,False,True,False,ChZDSUhNMG9nS0VJQ0FnSURTN3VxZkhREAE,elena ambrogi,4,2,months,60,,2,0,9,1,2
