name,place_id,price_level,rating,user_ratings_total,meal_delivery,meal_takeaway,restaurant,bar,cafe,id,user,is_elite,rank,text,stars,value_date,unit_date,days_ago,month_past_covid,is_covid,popularity
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSUN5M3RXbGpnRRAB,Luca Pasqualotto,0,174,(Translated by Google) Amazing bao and rolls (Original) Bao ed involtini strepitosi,5,a,month,30,10,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSURTajdPSTZnRRAB,Elisa pernorio,0,26,,5,a,month,30,10,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChZDSUhNMG9nS0VJQ0FnSURTNC1lNGZ3EAE,Vittorio Galbusera,1,1,,4,a,month,30,10,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSURTaWFfWV9nRRAB,Claudia Marchi,1,5,,5,2,months,60,9,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSURTZ2R1VDRRRRAB,Giovanni Meazza,1,6,,5,2,months,60,9,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChZDSUhNMG9nS0VJQ0FnSURTbHYzOVJnEAE,飞MARS,1,4,(Translated by Google) Poor dishes and high prices (Original) 菜品差 价格高,1,2,months,60,9,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSUNpOTd5b2x3RRAB,JTSlymer,0,115,,5,3,months,90,8,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChZDSUhNMG9nS0VJQ0FnSUNpbnJqTkVnEAE,davide mediciguerra,0,68,(Translated by Google) Restaurant serving quality Hong Kong cuisine Located in china town It was the first time I went and the very attentive service and the well-kept and above all clean location enlivened our lunch I recommend to those …,5,4,months,120,7,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSUNpdHNQeXBBRRAB,Elena,0,0,,3,4,months,120,7,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSUNpdHRYQm5BRRAB,A S,1,11,"(Translated by Google) Being a frequent visitor to Chinatown in Milan, when I had the pleasure of visiting the Bokok restaurant during a walk, I was really impressed: very kind, helpful and discreet staff, elegant and pleasantly out of the …",5,4,months,120,7,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChZDSUhNMG9nS0VJQ0FnSUNpcHI2eEN3EAE,Daniele Woo,0,0,,4,4,months,120,7,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChZDSUhNMG9nS0VJQ0FnSUNpLXZYTGJBEAE,Monica Magri,1,7,,5,4,months,120,7,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSUNpcW9ESnpnRRAB,Alfredo Chiaro,0,68,,5,4,months,120,7,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSUNpOUp1MTZRRRAB,morando mentasti,1,3,,5,4,months,120,7,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSUNpblBYQXhRRRAB,Andrea Mori,0,9,,3,4,months,120,7,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSUNpbk5MTnVnRRAB,Diana Herciu,0,44,Pretty environment and tasty food Perfect for a date with friends or your partner,4,4,months,120,7,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSUNpelBDc3p3RRAB,Giulia Fornezza,1,1,,4,4,months,120,7,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChZDSUhNMG9nS0VJQ0FnSUNpeE83X0dBEAE,Chef and the City,0,100,"(Translated by Google) Very well decorated, welcoming and super nice person; very good dishes, fast service. Well done! (Original) Posto molto ben arredato, accogliente e persona super gentile; piatti molto buoni, servizio veloce. Bravi!",4,4,months,120,7,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChRDSUhNMG9nS0VJQ0FnSUNpLUtRSRAB,Federico,0,49,(Translated by Google) Excellent quality of food and particular decor (Original) Qualità del cibo ottimo e arredamento particolare,5,4,months,120,7,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSUNpbUltZzJBRRAB,Federico Faggion,0,59,"(Translated by Google) The place is very nice, well studied in terms of interior, spaces, colors. Contemporary, pleasant atmosphere. Very kind and welcoming staff in the dining room. We ate some very good food, very well presented, no …",4,4,months,120,7,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChZDSUhNMG9nS0VJQ0FnSUNpaUxtWWFnEAE,Paola De Gioia,0,33,"(Translated by Google) Very welcoming place. Courteous staff. Delicious: rice noodles with shrimps and vegetables; excellent: Chinese fried potatoes and roll with ham and shallot; very good: mini bao with meat filling; discreet, nothing …",3,4,months,120,7,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSUNpaVBMOG5nRRAB,Andrea de Santis,0,72,"(Translated by Google) Excellent quality, handmade pasta at the moment, clean and nice place, good service (Original) Ottima qualità, pasta fatta a mano al momento, posto pulito e carino, servizio buono",5,4,months,120,7,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChZDSUhNMG9nS0VJQ0FnSUNpOEpPcFpBEAE,Federico Faggion,0,12,,5,4,months,120,7,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChZDSUhNMG9nS0VJQ0FnSUNpZ0pfTlVREAE,Darckghost Rider,0,18,Amazing restaurant in Chinatown. Well designed and particular. The service is really fast even though sometimes confusing (probably only COVID situation ) they use tablet to get orders. High variety in the menu. The food is all handmade at …,4,4,months,120,7,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChZDSUhNMG9nS0VJQ0FnSUNpa0pDUERnEAE,Carlotta Vera Besacchi,0,100,(Translated by Google) All great !! One of the best Chinese restaurants in town. All kinds of ravioli and stuffed bao / sandwiches are delicious. Toppppp also fried foods (especially chicken) and puff pastries. The first courses and ramen …,5,4,months,120,7,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSUNpd0tIOGpBRRAB,Matteo Campari,1,69,,5,4,months,120,7,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChZDSUhNMG9nS0VJQ0FnSURDOTRHMlp3EAE,Sara Zhou,1,12,"(Translated by Google) Let's say that for a snack in the Sarpi area, they have several Dimsums to try. There is nothing special, but it's not bad (Original) Diciamo che per uno spuntino in zona Sarpi ci sta, hanno vari Dimsum da provare. Di speciale non c’è niente, però non è male",4,4,months,120,7,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSURDaC1USW93RRAB,Giulia Alabiso,1,6,,3,4,months,120,7,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSURDdS12eHZnRRAB,Felipe Gomez Rodriguez,0,109,(Translated by Google) Very nice place good food but quantities are very mignon (Original) Posto molto carino cibo buono ma.le quantità sono molto mignon,5,4,months,120,7,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChZDSUhNMG9nS0VJQ0FnSURDaTdIV0dnEAE,Giorgio Naselli,0,52,(Translated by Google) Excellent value for money (Original) Ottimo rapporto qualità/ prezzo,4,4,months,120,7,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSURDcy1yWnNBRRAB,Mariapia Vallarelli,0,95,"(Translated by Google) Quality and courtesy, excellent (Original) Qualità e cortesia,ottimo",5,4,months,120,7,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSURDazVLdDRBRRAB,Mirko ooh,0,288,"(Translated by Google) Great dim sum, but in general all cuisine. Very quick service. Nice place. (Original) Ottimi dim sum, ma in generale tutta la cucina. Servizio molto rapido. Locale carino.",4,4,months,120,7,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSURDcGRMb2xnRRAB,Patrizia De Stefano,1,2,,4,5,months,150,6,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSURDaGNpZ3dBRRAB,federica filini,1,2,,4,5,months,150,6,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSURDLWJTeW9RRRAB,HY W,0,19,"(Translated by Google) Shrimp dumplings are huge and unpalatable. They are very small and the skin is sticky and rotten. Shrimp meat and firewood do not taste good. If they were opened in Guangzhou/Hong Kong, they went bankrupt in two days. (Original) 虾饺巨巨巨难吃，很小一个而且皮又黏又烂，虾肉柴，味道也不好，开在广州/香港的话两天就倒闭了。",1,5,months,150,6,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSURDaWU2RnNnRRAB,Lilia Grasso,0,5,,4,5,months,150,6,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSURDa2JDWXJ3RRAB,transtemporal babe,1,12,(Translated by Google) A nice place but the menu is quite limited. (Original) Un bel posto ma il menù è abbastanza limitato.,4,5,months,150,6,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChZDSUhNMG9nS0VJQ0FnSURDbHRuMWZnEAE,Davide Giovagnoli,0,6,,4,5,months,150,6,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSURDbXBfbGhRRRAB,Alessandro de Innocentiis,0,1,,3,5,months,150,6,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSURDd3VleDNRRRAB,Francesco Pellicano,0,17,"(Translated by Google) You eat very well! The prices are decent, forget the all you with eat formula (but that's right). With 50 euros in two we satiated between two first courses, two seconds, a side dish, two desserts, a beer and a bottle …",4,5,months,150,6,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChZDSUhNMG9nS0VJQ0FnSURDZ3FtaWRBEAE,Le Trang Nguyen,0,16,"It's a well designed restaurant with good price. The servive is quick. Great dimsum and buns, other food is a bit salty for me.",5,5,months,150,6,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChZDSUhNMG9nS0VJQ0FnSURDdlByWEFnEAE,Lin Sylvana,0,96,"(Translated by Google) Nice decor, good sweet and sour soup (Original) Bel arredamento, buona la zuppa agrodolce",3,5,months,150,6,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSURDeU83VGlBRRAB,Rod Lake,1,15,(Translated by Google) I ate discreetly but no receipt was given to pay the bill. (Original) Ho mangiato discretamente ma non mi è stata data alcuna ricevuta al pagamento del conto.,1,5,months,150,6,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSURDOE0tRWtnRRAB,marielena masciello,0,175,(Translated by Google) Beautiful location in the heart of Sarpi. Fresh and very good quality food. Very nice staff (Original) Bella location nel cuore di Sarpi. Cibo fresco e di ottima qualità. Personale molto gentile,5,5,months,150,6,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChRDSUhNMG9nS0VJQ0FnSUNDcl9jURAB,PATATOLA,0,50,(Translated by Google) I loved this place. I have seen the quality drop significantly. I am very sorry I hope there will be a turnaround (Original) Adoravo questo posto. Ho visto la qualità calare sensibilmente. Mi dispiace moltissimo spero ci sarà un'inversione di tendenza,3,5,months,150,6,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChZDSUhNMG9nS0VJQ0FnSUNDbTYzd0dBEAE,Maureen Bel,1,1,,5,6,months,180,5,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSUNDNjdlbzdRRRAB,Sabrina Cattaneo,0,1411,(Translated by Google) All very good and tasty. High quality. Good price. Average portions (Original) Tutto molto buono e saporito. Qualità elevata. Prezzo buono. Porzioni nella media,5,6,months,180,5,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSUNDcFpmNWtnRRAB,Maurizio Fontanelli,0,6,,5,6,months,180,5,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChZDSUhNMG9nS0VJQ0FnSUNDaGRqNUtREAE,Marco Tabasso,0,25,One of the best chinese restaurante in Milan!,5,6,months,180,5,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSUNDN3ZHTGpBRRAB,Fabio Pizzetti,1,139,(Translated by Google) Elegant restaurant. Excellent dishes. Attentive staff. (Original) Ristorante elegante. Piatti ottimi. Personale premuroso.,5,6,months,180,5,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSUNDcnVlYmhRRRAB,Roberta Russo,1,3,,5,6,months,180,5,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChZDSUhNMG9nS0VJQ0FnSUNDanBYMURBEAE,Preeth ATS,0,20,"taste & quality good contactless ordering of food, was innovative",5,6,months,180,5,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSUNDdHJ1QTdnRRAB,M k,1,1,,4,6,months,180,5,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChZDSUhNMG9nS0VJQ0FnSUNDNm9TMFFnEAE,Fabio B.,0,90,(Translated by Google) Great standard ... food cooked with care (Original) Ottimo livello...cibo cucinato con cura,5,6,months,180,5,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSUNDZ3RXVm1BRRAB,Andrea S,1,18,"(Translated by Google) Poor quantity of food, prices a bit expensive, especially in relation to the positions .... (Original) Quantità del cibo scarsa, prezzi un po cari, soprattutto in relazione alle posrzioni....",3,6,months,180,5,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChdDSUhNMG9nS0VJQ0FnSUNDX0llNmx3RRAB,Barbarco,0,53,(Translated by Google) Great service as well as extremely delicate food. I recommend the ramen. (Original) Servizio ottimo così come il cibo estremamente delicato. Consiglio il ramen.,5,6,months,180,5,1,2
Bokok,ChIJEaGO6mTBhkcRA4QnHfv9vZI,2.0,4.1,223,False,False,True,False,True,ChZDSUhNMG9nS0VJQ0FnSUNDck5pcGJ3EAE,Tom Presotto,0,135,(Translated by Google) Excellent both as an environment and as a food. (Original) Ottimo sia come ambiente che come cibo.,5,6,months,180,5,1,2
