price_level,rating,user_ratings_total,is_elite,rank,stars,days_ago
2,4.3,697,True,80,5,365
2,4.3,697,True,368,4,365
2,4.3,697,False,2,4,365
2,4.3,697,False,13,5,365
2,4.3,697,True,56,5,365
2,4.3,697,True,95,5,365
2,4.3,697,True,102,5,365
2,4.3,697,True,10,5,365
2,4.3,697,True,31,5,365
2,4.3,697,False,5,5,365
2,4.3,697,True,195,4,365
2,4.3,697,True,0,5,365
2,4.3,697,False,6,5,365
2,4.3,697,True,18,4,365
2,4.3,697,False,5,5,365
2,4.3,697,False,1,5,365
2,4.3,697,True,156,4,365
2,4.3,697,True,61,1,365
2,4.3,697,False,21,5,365
2,4.3,697,True,115,5,365
2,4.3,697,True,17,5,365
2,4.3,697,False,1,5,365
2,4.3,697,False,5,5,365
2,4.3,697,False,0,3,365
2,4.3,697,False,0,4,365
2,4.3,697,True,507,5,365
2,4.3,697,False,9,3,365
2,4.3,697,True,22,5,365
2,4.3,697,True,1,4,365
2,4.3,697,True,10,4,365
2,4.3,697,True,116,5,365
2,4.3,697,True,10,5,365
2,4.3,697,False,5,5,365
2,4.3,697,False,18,4,365
2,4.3,697,True,52,4,365
2,4.3,697,False,3,5,365
2,4.3,697,True,0,4,365
2,4.3,697,False,11,5,365
2,4.3,697,False,2,5,365
2,4.3,697,True,85,3,365
2,4.3,697,False,9,5,365
2,4.3,697,True,15,5,365
2,4.3,697,True,100,5,365
2,4.3,697,False,26,4,365
2,4.3,697,True,11,4,365
2,4.3,697,False,10,5,365
2,4.3,697,True,29,4,365
2,4.3,697,False,2,4,365
2,4.3,697,False,8,5,365
2,4.3,697,True,20,5,365
2,4.3,697,False,15,5,365
2,4.3,697,True,12,5,365
2,4.3,697,False,0,5,365
2,4.3,697,False,2,3,365
2,4.3,697,True,37,5,365
2,4.3,697,True,4,3,365
2,4.3,697,True,8,4,365
2,4.3,697,True,39,5,365
2,4.3,697,False,36,3,365
2,4.3,697,False,4,5,365
2,4.3,697,True,39,5,365
2,4.3,697,False,1,5,365
2,4.3,697,True,1,4,365
2,4.3,697,True,27,5,365
2,4.3,697,True,8,4,365
2,4.3,697,True,194,3,365
2,4.3,697,False,0,5,365
2,4.3,697,False,1,5,365
2,4.3,697,True,82,5,365
2,4.3,697,False,8,5,365
2,4.3,697,False,2,5,365
2,4.3,697,False,1,3,365
2,4.3,697,False,2,5,365
2,4.3,697,True,61,5,365
2,4.3,697,True,2,4,365
2,4.3,697,True,158,3,365
2,4.3,697,True,17,5,365
2,4.3,697,False,1,5,365
2,4.3,697,False,5,5,365
2,4.3,697,False,4,5,365
2,4.3,697,True,9,5,365
2,4.3,697,False,0,5,365
2,4.3,697,True,43,5,365
2,4.3,697,False,2,5,365
2,4.3,697,False,6,4,365
2,4.3,697,False,68,4,365
2,4.3,697,True,189,4,365
2,4.3,697,False,12,1,365
2,4.3,697,False,25,5,365
2,4.3,697,True,56,5,365
2,4.3,697,False,0,4,365
2,4.3,697,True,14,5,365
2,4.3,697,True,88,5,365
2,4.3,697,True,1,5,365
2,4.3,697,True,27,5,365
2,4.3,697,True,119,4,365
2,4.3,697,False,8,4,365
2,4.3,697,False,7,5,365
2,4.3,697,True,37,4,365
2,4.3,697,True,228,4,365
2,4.3,697,False,0,5,365
2,4.3,697,False,18,5,365
2,4.3,697,True,9,3,365
2,4.3,697,True,30,5,365
2,4.3,697,False,3,5,365
2,4.3,697,True,8,4,365
2,4.3,697,True,58,1,365
2,4.3,697,True,204,4,365
2,4.3,697,True,1,5,365
2,4.3,697,True,0,3,365
2,4.3,697,True,483,4,365
2,4.3,697,False,2,5,365
2,4.3,697,True,105,5,365
2,4.3,697,False,5,5,365
2,4.3,697,False,29,5,365
2,4.3,697,True,52,5,365
2,4.3,697,True,22,5,365
2,4.3,697,True,63,3,365
2,4.3,697,False,1,5,365
2,4.3,697,False,21,5,365
2,4.3,697,True,31,5,365
2,4.3,697,False,0,5,365
2,4.3,697,False,6,4,365
2,4.3,697,True,34,4,365
2,4.3,697,True,58,5,365
2,4.3,697,False,2,4,365
2,4.3,697,True,24,5,365
2,4.3,697,True,45,4,365
2,4.3,697,True,309,5,365
2,4.3,697,True,16,4,365
2,4.3,697,True,35,5,365
2,4.3,697,False,136,4,365
2,4.3,697,False,2,5,365
2,4.3,697,True,69,4,365
2,4.3,697,True,137,5,365
2,4.3,697,False,3,5,365
2,4.3,697,True,388,5,365
2,4.3,697,False,3,5,365
2,4.3,697,True,82,4,365
2,4.3,697,True,4,3,365
2,4.3,697,False,8,4,365
2,4.3,697,False,0,5,365
2,4.3,697,False,0,4,365
2,4.3,697,True,59,5,365
2,4.3,697,True,0,3,365
1,4.2,140,False,1,5,7
1,4.2,140,False,9,3,60
1,4.2,140,False,7,5,90
1,4.2,140,False,4,5,120
1,4.2,140,True,64,4,120
1,4.2,140,False,8,5,120
1,4.2,140,False,4,5,150
1,4.2,140,True,20,5,180
1,4.2,140,True,40,4,180
1,4.2,140,True,6,4,210
1,4.2,140,False,0,5,210
1,4.2,140,False,3,4,270
1,4.2,140,True,104,4,365
1,4.2,140,True,3,5,365
1,4.2,140,True,76,5,365
1,4.2,140,False,0,5,365
1,4.2,140,False,1,5,365
1,4.2,140,True,49,2,365
1,4.2,140,False,0,5,365
1,4.2,140,True,12,5,365
1,4.2,140,False,0,5,365
1,4.2,140,True,32,2,365
1,4.2,140,True,86,4,365
1,4.2,140,False,0,5,365
1,4.2,140,False,3,5,365
1,4.2,140,True,14,4,365
1,4.2,140,True,7,5,365
1,4.2,140,True,46,5,365
1,4.2,140,True,23,4,365
1,4.2,140,False,0,4,365
1,4.2,140,False,7,4,365
1,4.2,140,False,0,5,365
1,4.2,140,True,269,1,365
1,4.2,140,False,0,4,365
1,4.2,140,True,5,5,365
1,4.2,140,True,16,4,365
1,4.2,140,True,27,4,365
1,4.2,140,False,0,4,365
1,4.2,140,False,6,1,365
1,4.2,140,True,12,4,365
1,4.2,140,True,40,4,365
1,4.2,140,True,96,3,365
1,4.2,140,True,6,5,365
1,4.2,140,False,4,4,365
1,4.2,140,True,33,3,365
1,4.2,140,False,0,5,365
1,4.2,140,True,56,4,365
1,4.2,140,False,6,4,365
1,4.2,140,False,0,1,365
1,4.2,140,True,186,4,365
1,4.2,140,False,6,5,365
1,4.2,140,True,22,5,365
1,4.2,140,False,2,5,365
1,4.2,140,True,57,3,365
1,4.2,140,True,14,3,365
1,4.2,140,False,4,5,365
1,4.2,140,True,83,4,365
1,4.2,140,True,4,2,365
1,4.2,140,True,93,3,365
1,4.2,140,False,0,4,365
1,4.2,140,True,49,5,365
1,4.2,140,False,2,2,365
1,4.2,140,False,1,5,365
1,4.2,140,True,35,4,365
1,4.2,140,False,3,3,365
1,4.2,140,False,12,3,365
1,4.2,140,False,9,4,365
1,4.2,140,True,28,5,365
1,4.2,140,False,0,5,365
1,4.2,140,True,82,4,365
1,4.2,140,True,15,5,365
1,4.2,140,False,11,1,365
1,4.2,140,False,2,5,365
1,4.2,140,True,134,2,365
1,4.2,140,False,0,5,365
1,4.2,140,True,107,4,365
1,4.2,140,True,13,5,365
1,4.2,140,True,51,4,365
1,4.2,140,False,0,4,365
1,4.2,140,True,190,1,365
1,4.2,140,True,28,5,365
1,4.2,140,True,12,4,365
1,4.2,140,False,3,4,365
1,4.2,140,True,75,5,365
1,4.2,140,False,2,2,365
1,4.2,140,True,4,4,365
1,4.2,140,True,66,4,365
1,4.2,140,False,9,5,365
1,4.2,140,True,15,4,730
1,4.2,140,True,40,5,730
1,4.2,140,True,350,5,730
1,4.2,140,True,118,5,730
1,4.2,140,False,10,5,730
1,4.2,140,True,135,5,730
1,4.2,140,True,177,2,730
1,4.2,140,False,0,4,730
1,4.2,140,True,0,4,730
1,4.2,140,True,1,5,730
1,4.2,140,False,1,4,730
1,4.2,140,True,298,4,730
1,4.2,140,False,6,5,730
1,4.2,140,True,1,3,730
1,4.2,140,True,32,5,730
1,4.2,140,True,12,5,730
1,4.2,140,True,27,4,730
1,4.2,140,True,15,3,730
1,4.2,140,False,1,4,730
1,4.2,140,False,0,4,730
1,4.2,140,True,35,5,730
1,4.2,140,False,40,5,730
1,4.2,140,True,22,4,730
1,4.2,140,True,99,5,730
1,4.2,140,True,128,5,730
1,4.2,140,False,0,5,730
1,4.2,140,False,0,5,730
1,4.2,140,True,1429,5,730
1,4.2,140,True,292,4,730
1,4.2,140,False,0,3,730
1,4.2,140,True,8,5,730
1,4.2,140,True,37,4,730
1,4.2,140,True,81,5,730
1,4.2,140,False,3,1,730
1,4.2,140,True,19,5,730
1,4.2,140,False,10,4,730
1,4.2,140,False,0,5,730
1,4.2,140,True,125,5,730
1,4.2,140,False,8,5,730
1,4.2,140,True,48,3,730
1,4.2,140,False,14,5,730
1,4.2,140,False,3,5,730
1,4.2,140,True,12,4,730
1,4.2,140,True,22,4,730
1,4.2,140,True,17,5,730
1,4.2,140,False,0,4,1095
1,4.2,140,True,153,5,1095
1,4.2,140,False,0,5,1095
1,4.2,140,True,12,5,1095
1,4.2,140,False,12,5,1095
1,4.2,140,True,18,3,1095
1,4.2,140,False,4,5,1095
1,4.6,75,True,15,5,5
1,4.6,75,True,24,5,120
1,4.6,75,False,4,5,210
1,4.6,75,True,33,5,210
1,4.6,75,False,1,5,270
1,4.6,75,True,19,4,270
1,4.6,75,True,13,5,270
1,4.6,75,False,5,5,270
1,4.6,75,False,1,5,270
1,4.6,75,False,1,5,270
1,4.6,75,False,0,5,270
1,4.6,75,True,487,5,300
1,4.6,75,True,2,5,330
1,4.6,75,False,4,5,365
1,4.6,75,False,31,2,365
1,4.6,75,True,31,5,365
1,4.6,75,False,1,5,365
1,4.6,75,False,0,5,365
1,4.6,75,True,60,5,365
1,4.6,75,False,0,5,365
1,4.6,75,False,2,4,365
1,4.6,75,False,0,2,365
1,4.6,75,False,3,5,365
1,4.6,75,False,3,5,365
1,4.6,75,False,0,5,365
1,4.6,75,True,0,5,365
1,4.6,75,True,10,3,365
1,4.6,75,True,112,4,365
1,4.6,75,True,94,5,365
1,4.6,75,False,23,5,365
1,4.6,75,False,2,5,365
1,4.6,75,True,62,5,365
1,4.6,75,True,9,5,365
1,4.6,75,False,6,5,365
1,4.6,75,False,4,5,365
1,4.6,75,True,37,5,365
1,4.6,75,True,20,5,365
1,4.6,75,False,7,5,365
1,4.6,75,True,220,4,365
1,4.6,75,False,33,5,730
1,4.6,75,False,10,5,730
1,4.6,75,True,30,5,730
1,4.6,75,True,79,3,730
1,4.6,75,False,1,2,730
1,4.6,75,True,28,5,730
1,4.6,75,True,5,4,730
1,4.6,75,True,93,5,730
1,4.6,75,False,1,1,730
1,4.6,75,False,0,5,730
1,4.6,75,False,2,5,730
1,4.6,75,True,168,3,730
1,4.6,75,True,52,5,730
1,4.6,75,True,26,5,730
1,4.6,75,False,2,5,730
1,4.6,75,False,0,5,730
1,4.6,75,False,1,5,730
1,4.6,75,False,1,5,730
1,4.6,75,True,17,5,730
1,4.6,75,False,1,5,730
1,4.6,75,True,62,5,730
1,4.6,75,True,33,5,730
1,4.6,75,True,93,5,730
1,4.6,75,False,5,5,730
1,4.6,75,False,2,5,1095
1,4.6,75,True,436,4,1095
1,4.6,75,True,34,5,1095
1,4.6,75,True,18,5,1095
1,4.6,75,False,2,5,1095
1,4.6,75,True,2,5,1095
1,4.6,75,False,1,5,1095
1,4.6,75,True,78,5,1095
1,4.6,75,True,7,5,1095
1,4.6,75,False,7,3,1095
1,4.6,75,False,8,5,1095
1,4.6,75,False,0,5,1095
3,4.5,263,False,10,5,7
3,4.5,263,False,14,5,7
3,4.5,263,True,107,4,14
3,4.5,263,False,0,5,60
3,4.5,263,False,19,5,90
3,4.5,263,False,5,5,120
3,4.5,263,True,80,5,120
3,4.5,263,False,0,5,120
3,4.5,263,False,4,5,120
3,4.5,263,False,0,5,120
3,4.5,263,False,0,5,150
3,4.5,263,True,248,5,150
3,4.5,263,True,102,5,150
3,4.5,263,False,6,5,150
3,4.5,263,False,6,5,150
3,4.5,263,False,0,3,150
3,4.5,263,False,0,4,210
3,4.5,263,False,0,5,210
3,4.5,263,True,62,4,210
3,4.5,263,True,1,5,210
3,4.5,263,True,48,4,210
3,4.5,263,True,136,5,210
3,4.5,263,True,27,2,240
3,4.5,263,False,7,5,270
3,4.5,263,False,3,5,270
3,4.5,263,True,16,4,300
3,4.5,263,True,68,4,300
3,4.5,263,False,7,5,300
3,4.5,263,False,2,5,365
3,4.5,263,False,3,5,365
3,4.5,263,False,15,5,365
3,4.5,263,False,7,5,365
3,4.5,263,True,78,3,365
3,4.5,263,False,5,5,365
3,4.5,263,False,8,5,365
3,4.5,263,False,4,4,365
3,4.5,263,False,5,5,365
3,4.5,263,True,51,4,365
3,4.5,263,True,127,5,365
3,4.5,263,False,98,5,365
3,4.5,263,False,4,4,365
3,4.5,263,True,55,5,365
3,4.5,263,False,48,5,365
3,4.5,263,True,23,3,365
3,4.5,263,True,17,3,365
3,4.5,263,False,9,3,365
3,4.5,263,False,0,5,365
3,4.5,263,False,3,4,365
3,4.5,263,True,9,4,365
3,4.5,263,False,0,4,365
3,4.5,263,False,132,4,365
3,4.5,263,True,19,5,365
3,4.5,263,False,229,4,365
3,4.5,263,False,2,5,365
3,4.5,263,True,5,5,365
3,4.5,263,True,20,5,365
3,4.5,263,False,6,5,365
3,4.5,263,False,1,5,365
3,4.5,263,True,135,4,365
3,4.5,263,True,124,5,365
3,4.5,263,True,71,5,365
3,4.5,263,True,3,5,365
3,4.5,263,True,104,1,365
3,4.5,263,False,15,5,365
3,4.5,263,True,267,4,365
3,4.5,263,False,21,4,365
3,4.5,263,False,1,5,365
3,4.5,263,True,47,5,365
3,4.5,263,True,111,4,365
3,4.5,263,False,0,5,365
3,4.5,263,False,0,1,365
3,4.5,263,False,6,5,365
3,4.5,263,False,3,5,365
3,4.5,263,False,12,5,365
3,4.5,263,True,50,3,365
3,4.5,263,False,14,5,365
3,4.5,263,False,3,5,365
3,4.5,263,True,82,5,365
3,4.5,263,False,0,5,365
3,4.5,263,True,8,5,365
3,4.5,263,True,28,5,365
3,4.5,263,True,46,5,365
3,4.5,263,True,35,5,365
3,4.5,263,False,3,5,365
3,4.5,263,False,7,5,365
3,4.5,263,True,120,5,365
3,4.5,263,False,9,5,365
3,4.5,263,True,49,5,365
3,4.5,263,True,134,5,365
3,4.5,263,True,11,5,365
3,4.5,263,False,6,5,365
3,4.5,263,False,4,5,365
3,4.5,263,False,11,1,365
3,4.5,263,False,3,5,365
3,4.5,263,False,6,5,365
3,4.5,263,True,55,5,365
3,4.5,263,False,0,5,365
3,4.5,263,False,14,5,365
3,4.5,263,True,33,5,365
3,4.5,263,False,6,5,365
3,4.5,263,True,10,5,365
3,4.5,263,False,9,5,365
3,4.5,263,True,177,5,365
3,4.5,263,True,395,4,365
3,4.5,263,True,6,5,365
3,4.5,263,False,17,5,730
3,4.5,263,True,6,5,730
3,4.5,263,True,70,5,730
3,4.5,263,False,10,4,730
3,4.5,263,True,87,5,730
3,4.5,263,False,0,4,730
3,4.5,263,True,33,5,730
3,4.5,263,True,115,5,730
3,4.5,263,True,10,5,730
3,4.5,263,False,3,5,730
3,4.5,263,True,17,5,730
3,4.5,263,True,52,3,730
3,4.5,263,False,18,5,730
3,4.5,263,False,2,5,730
3,4.5,263,False,2,5,730
3,4.5,263,False,1,5,730
3,4.5,263,False,0,5,730
3,4.5,263,False,6,5,730
3,4.5,263,False,0,5,730
3,4.5,263,False,0,5,730
3,4.5,263,True,312,5,730
3,4.5,263,True,11,5,730
3,4.5,263,False,1,5,730
3,4.5,263,True,24,5,730
3,4.5,263,False,0,5,730
3,4.5,263,True,15,2,730
3,4.5,263,True,1,4,730
3,4.5,263,True,51,4,730
3,4.5,263,True,31,5,730
3,4.5,263,False,7,5,730
3,4.5,263,False,1,5,730
3,4.5,263,True,384,4,730
3,4.5,263,True,152,5,730
3,4.5,263,False,3,2,730
3,4.5,263,True,858,4,730
3,4.5,263,False,1,5,730
3,4.5,263,False,1,5,730
3,4.5,263,True,28,5,730
3,4.5,263,False,6,5,730
3,4.5,263,False,0,1,730
3,4.5,263,True,68,5,730
3,4.5,263,False,2,5,730
3,4.5,263,False,3,4,730
3,4.5,263,False,4,5,730
3,4.5,263,False,2,5,730
3,4.5,263,True,128,1,730
3,4.5,263,False,0,5,730
3,4.5,263,True,9,5,730
3,4.5,263,False,0,5,730
3,4.5,263,True,42,4,730
3,4.5,263,True,90,5,730
3,4.5,263,False,0,5,730
3,4.5,263,True,2,5,730
3,4.5,263,True,19,5,730
3,4.5,263,True,26,5,730
3,4.5,263,False,8,5,730
3,4.5,263,False,5,4,730
3,4.5,263,False,0,5,730
3,4.5,263,True,17,5,730
3,4.5,263,True,346,5,730
3,4.5,263,True,1,3,730
3,4.5,263,False,0,1,730
3,4.5,263,True,29,5,730
3,4.5,263,False,13,5,730
3,4.5,263,True,27,4,730
3,4.5,263,False,5,2,730
3,4.5,263,False,15,5,730
3,4.5,263,True,14,5,730
3,4.5,263,True,171,2,730
3,4.5,263,True,2,4,730
3,4.5,263,True,97,4,730
3,4.5,263,True,94,5,730
3,4.5,263,True,8,4,730
3,4.5,263,False,1,4,730
3,4.5,263,False,0,3,730
3,4.5,263,False,2,5,730
3,4.5,263,True,194,5,730
3,4.5,263,True,28,5,730
3,4.5,263,True,77,2,1095
3,4.5,263,False,0,5,1095
3,4.5,263,True,17,4,1095
3,4.5,263,False,2,5,1095
3,4.5,263,False,0,5,1095
3,4.5,263,False,3,5,1095
3,4.5,263,False,16,5,1095
3,4.5,263,True,138,5,1095
3,4.5,263,True,23,5,1095
3,4.5,263,True,109,3,1095
3,4.5,263,True,217,4,1095
3,4.5,263,False,0,5,1095
3,4.5,263,False,0,4,1095
3,4.5,263,True,15,4,1095
3,4.5,263,True,66,4,1095
3,4.5,263,True,70,3,1095
3,4.5,263,True,27,5,1095
3,4.5,263,True,94,5,1095
3,4.5,263,False,34,5,1095
3,4.5,263,False,21,5,1095
3,4.5,263,False,0,5,1095
3,4.5,263,False,0,4,1095
3,4.5,263,True,17,5,1095
3,4.5,263,False,0,4,1095
3,4.5,263,True,58,3,1095
3,4.5,263,False,0,5,1095
3,4.5,263,False,0,3,1095
3,4.5,263,False,14,5,1095
3,4.5,263,True,3,5,1095
3,4.5,263,True,0,4,1095
3,4.5,263,True,5,4,1095
3,4.5,263,False,3,4,1095
3,4.5,263,False,2,2,1095
3,4.5,263,True,333,5,1095
3,4.5,263,True,119,4,1095
3,4.5,263,False,1,5,1095
3,4.5,263,True,0,4,1095
3,4.5,263,True,17,5,1095
3,4.5,263,True,12,5,1095
3,4.5,263,True,18,5,1095
3,4.5,263,True,119,5,1095
3,4.5,263,True,176,5,1095
3,4.5,263,True,4,5,1095
3,4.5,263,True,21,4,1095
3,4.5,263,True,159,5,1095
3,4.5,263,True,10,5,1095
3,4.5,263,True,241,2,1095
3,4.5,263,True,92,5,1095
3,4.5,263,True,92,5,1095
3,4.5,263,True,26,5,1095
3,4.5,263,False,5,5,1095
3,4.5,263,True,103,4,1460
3,4.5,263,True,14,5,1460
3,4.5,263,True,42,5,1460
3,4.5,263,True,10,5,1460
3,4.5,263,True,8,5,1460
3,4.5,263,False,12,5,1460
3,4.5,263,True,215,5,1460
3,4.5,263,False,1,5,1460
3,4.5,263,True,13,5,1460
3,4.5,263,False,3,5,1460
3,4.5,263,True,65,5,1460
3,4.5,263,False,1,5,1460
3,4.5,263,False,5,5,1460
3,4.5,263,True,65,5,1460
3,4.5,263,True,151,5,1460
3,4.5,263,False,0,3,1460
